      #Energy        TDOS
      17.48138       2.36100
      17.51738       1.10200
      17.55438       0.45660
      17.59038       0.33580
      17.62738       0.49940
      17.66338       0.59460
      17.69938       0.38970
      17.73638       0.17180
      17.77238       0.13530
      17.80938       0.25690
      17.84538       0.39810
      17.88238       0.41390
      17.91838       0.25240
      17.95438       0.08396
      17.99138       0.06271
      18.02738       0.13930
      18.06438       0.24920
      18.10038       0.45250
      18.13638       0.53510
      18.17338       0.31810
      18.20938       0.14040
      18.24638       0.12720
      18.28238       0.09073
      18.31838       0.06670
      18.35538       0.19050
      18.39138       0.39700
      18.42838       0.45810
      18.46438       0.30490
      18.50038       0.12150
      18.53738       0.08708
      18.57338       0.20020
      18.61038       0.35420
      18.64638       0.37120
      18.68238       0.21130
      18.71938       0.19730
      18.75538       0.33960
      18.79238       0.30490
      18.82838       0.20350
      18.86538       0.25700
      18.90138       0.33100
      18.93738       0.28900
      18.97438       0.22200
      19.01038       0.29970
      19.04738       0.45210
      19.08338       0.41070
      19.11938       0.35190
      19.15638       0.36330
      19.19238       0.24210
      19.22938       0.17370
      19.26538       0.23640
      19.30138       0.36290
      19.33838       0.54530
      19.37438       0.58170
      19.41138       0.44850
      19.44738       0.37020
      19.48338       0.38450
      19.52038       0.55520
      19.55638       0.91080
      19.59338       0.96650
      19.62938       0.47600
      19.66638       0.09760
      19.70238       0.00794
      19.73838       0.00025
      19.77538       0.00000
      19.81138       0.00000
      19.84838       0.00000
      19.88438       0.00000
      19.92038       0.00000
      19.95738       0.00000
      19.99338       0.00000
      20.03038       0.00000
      20.06638       0.00000
      20.10238       0.00000
      20.13938       0.00000
      20.17538       0.00000
      20.21238       0.00000
      20.24838       0.00000
      20.28438       0.00000
      20.32138       0.00000
      20.35738       0.00000
      20.39438       0.00000
      20.43038       0.00000
      20.46738       0.00000
      20.50338       0.00000
      20.53938       0.00000
      20.57638       0.00000
      20.61238       0.00000
      20.64938       0.00000
      20.68538       0.00000
      20.72138       0.00000
      20.75838       0.00000
      20.79438       0.00000
      20.83138       0.00000
      20.86738       0.00000
      20.90338       0.00000
      20.94038       0.00000
      20.97638       0.00000
      21.01338       0.00000
      21.04938       0.00000
      21.08538       0.00000
      21.12238       0.00000
      21.15838       0.00000
      21.19538       0.00000
      21.23138       0.00000
