#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  2.2789  -13.4657  -10.7475   -9.8953   -3.0664   -2.9994   -2.6805   -1.7106   -1.6838   -0.9112    0.8291    0.8475    1.3765    4.7951    5.1351    5.8958    6.0464    6.0527    6.3736    6.9647    7.1524    7.8893    9.4033   11.2157   13.8062   14.1650   15.1973   15.8021   15.9615   16.4167   16.6148   16.6661   17.3201
  2.3066  -13.4487  -10.8863   -9.7542   -3.0671   -3.0565   -2.6461   -1.6971   -1.6654   -0.9128    0.7966    0.8222    1.3291    4.7441    5.2299    5.9036    6.0023    6.0486    6.3451    7.1441    7.1999    8.0687    9.1503   11.5543   13.4702   13.8518   14.9121   15.7355   15.7463   16.3634   16.6207   16.6316   17.6104
  2.3344  -13.4269  -11.0233   -9.6149   -3.1374   -3.0439   -2.6177   -1.6778   -1.6442   -0.9149    0.7579    0.7910    1.2712    4.6864    5.3397    5.7995    6.0835    6.0925    6.2727    7.3097    7.3301    8.2404    8.9263   11.9010   13.1353   13.5380   14.5918   15.4301   15.5152   16.0544   16.8402   16.9254   17.8844
  2.3621  -13.4003  -11.1581   -9.4780   -3.2098   -3.0287   -2.5953   -1.6528   -1.6209   -0.9177    0.7142    0.7555    1.2048    4.6226    5.4640    5.6951    6.1502    6.1771    6.2095    7.4600    7.5225    8.3540    8.7814   12.2546   12.8023   13.2267   14.2649   15.1109   15.2182   15.7425   17.1375   17.2301   18.1371
  2.3898  -13.3688  -11.2906   -9.3444   -3.2835   -3.0111   -2.5787   -1.6225   -1.5959   -0.9212    0.6671    0.7167    1.1319    4.5547    5.5987    5.6016    6.0727    6.2459    6.3425    7.6354    7.7206    8.2934    8.8315   12.4721   12.6125   12.9204   13.9402   14.7887   14.9033   15.4293   17.4594   17.5331   18.3629
  2.4176  -13.3326  -11.4205   -9.2149   -3.3577   -2.9913   -2.5676   -1.5874   -1.5698   -0.9255    0.6182    0.6762    1.0543    4.4852    5.5113    5.7493    5.9692    6.3670    6.4881    7.8274    7.9239    8.1290    9.0066   12.1452   12.6209   12.9641   13.6294   14.4671   14.5860   15.1159   17.7892   17.8288   18.5638
  2.4453  -13.2917  -11.5475   -9.0905   -3.4316   -2.9694   -2.5617   -1.5482   -1.5430   -0.9309    0.5691    0.6351    0.9740    4.4165    5.4333    5.8404    5.9354    6.5102    6.6431    7.9512    8.0312    8.1317    9.2163   11.8222   12.3304   13.1680   13.4707   14.1482   14.2768   14.8031   18.1127   18.1192   18.7367
  2.4731  -13.2460  -11.6716   -8.9723   -3.5041   -2.9457   -2.5604   -1.5161   -1.5056   -0.9375    0.5213    0.5944    0.8927    4.3504    5.3648    5.7537    6.0934    6.6723    6.8040    7.7808    8.2436    8.3430    9.4400   11.5039   12.0515   12.9296   13.7079   13.8335   14.0306   14.4916   18.3810   18.4452   18.8892
  2.5008  -13.1956  -11.7924   -8.8615   -3.5740   -2.9205   -2.5634   -1.4896   -1.4604   -0.9457    0.4763    0.5552    0.8121    4.2887    5.3060    5.6610    6.2705    6.8506    6.9671    7.6237    8.4620    8.5566    9.6717   11.1913   11.7874   12.6316   13.5248   13.5870   14.1821   14.2219   18.6257   18.7598   19.0289
  2.5285  -13.1405  -11.9100   -8.7591   -3.6403   -2.8940   -2.5703   -1.4643   -1.4134   -0.9556    0.4353    0.5183    0.7337    4.2324    5.2570    5.5740    6.4540    7.0423    7.1276    7.4824    8.6840    8.7705    9.9076   10.8869   11.5421   12.3361   13.2241   13.3043   13.8751   14.5958   18.8407   19.0487   19.1428
  2.5563  -13.0808  -12.0240   -8.6667   -3.7015   -2.8664   -2.5806   -1.4407   -1.3656   -0.9676    0.3998    0.4845    0.6589    4.1824    5.2178    5.4940    6.6405    7.2418    7.2797    7.3620    8.9070    8.9824   10.1366   10.6014   11.3211   12.0507   12.9339   13.0187   13.5711   14.9899   19.0149   19.2334   19.2791
  2.5840  -13.0165  -12.1344   -8.5854   -3.7564   -2.8383   -2.5942   -1.4193   -1.3177   -0.9822    0.3709    0.4546    0.5893    4.1394    5.1884    5.4216    6.8266    7.2450    7.4163    7.4654    9.1270    9.1886   10.2061   10.4880   11.1314   11.7797   12.6580   12.7437   13.2709   15.3920   19.1189   19.3144   19.3609
  2.6118  -12.9477  -12.2411   -8.5167   -3.8035   -2.8097   -2.6106   -1.4009   -1.2707   -0.9997    0.3497    0.4292    0.5260    4.1038    5.1689    5.3575    7.0085    7.1581    7.5285    7.6838    9.3386    9.3835    9.9651   10.6986   10.9809   11.5281   12.4024   12.4859   12.9752   15.7988   18.9434   19.3416   19.4187
  2.6395  -12.8744  -12.3439   -8.4618   -3.8417   -2.7812   -2.6296   -1.3858   -1.2253   -1.0205    0.3372    0.4089    0.4704    4.0758    5.1592    5.3018    7.0889    7.1809    7.6068    7.9059    9.5329    9.5594    9.6996   10.8774   10.9495   11.3021   12.1766   12.2531   12.6855   16.2087   18.6077   19.4215   19.4807
  2.6672  -12.7967  -12.4427   -8.4216   -3.8699   -2.7531   -2.6509   -1.3747   -1.1823   -1.0450    0.3341    0.3940    0.4233    4.0557    5.1593    5.2549    7.0390    7.3377    7.6424    8.1211    9.4511    9.6955    9.7054   10.8254   11.1105   11.2046   11.9957   12.0574   12.4055   16.6200   18.2341   19.4874   19.5344
